booking_id,booking_date,booking_time,day_of_week,is_weekend,hour_of_day,city,pickup_location,drop_location,vehicle_type,ride_distance_km,estimated_ride_time_min,actual_ride_time_min,traffic_level,weather_condition,base_fare,surge_multiplier,booking_value,booking_status,incomplete_ride_reason,customer_id,driver_id
B_025508,2025-07-24,13:33:00,Thursday,0,13,Chennai,Loc_10,Loc_11,Bike,2.58,17.0,,High,Rain,40.6,1.7,70.73,Incomplete,Driver Delay,C_007954,D_003137
B_025509,2025-11-02,18:20:00,Sunday,1,18,Bangalore,Loc_46,Loc_37,Auto,20.56,135.67,,High,Heavy Rain,286.68,2.3,669.0,Cancelled,,C_007896,D_001434
B_025510,2025-09-10,00:18:00,Wednesday,0,0,Bangalore,Loc_22,Loc_42,Bike,20.97,94.36,104.17,Medium,Heavy Rain,187.75,1.8,347.38,Completed,,C_001545,D_002334
B_025511,2025-03-01,03:33:00,Saturday,1,3,Chennai,Loc_48,Loc_33,Cab,22.2,99.9,91.01,Medium,Heavy Rain,479.6,1.8,876.27,Completed,,C_004465,D_004866
B_025512,2025-07-08,07:20:00,Tuesday,0,7,Chennai,Loc_18,Loc_20,Bike,13.67,90.25,,High,Clear,129.39,1.4,177.46,Incomplete,App Issue,C_004679,D_001259
B_025513,2025-08-05,08:08:00,Tuesday,0,8,Delhi,Loc_36,Loc_18,Auto,10.46,47.06,,Medium,Rain,165.48,1.8,286.84,Cancelled,,C_000162,D_001307
B_025514,2025-04-27,02:53:00,Sunday,1,2,Mumbai,Loc_33,Loc_18,Auto,2.75,18.17,,High,Heavy Rain,73.04,2.0,139.38,Cancelled,,C_009055,D_003471
B_025515,2025-07-21,08:11:00,Monday,0,8,Chennai,Loc_25,Loc_45,Cab,5.65,37.31,,High,Rain,181.76,2.0,380.14,Cancelled,,C_007357,D_003418
B_025516,2025-12-19,03:39:00,Friday,0,3,Delhi,Loc_23,Loc_19,Auto,6.41,19.24,21.61,Low,Clear,116.96,1.0,119.44,Completed,,C_002158,D_004348
B_025517,2025-08-12,07:49:00,Tuesday,0,7,Delhi,Loc_50,Loc_36,Cab,2.5,16.53,,High,Rain,125.08,1.7,210.4,Cancelled,,C_004506,D_000997
B_025518,2025-06-06,12:43:00,Friday,0,12,Hyderabad,Loc_48,Loc_8,Cab,4.71,14.12,12.87,Low,Rain,164.69,1.3,211.73,Completed,,C_008436,D_000032
B_025519,2025-02-10,00:43:00,Monday,0,0,Mumbai,Loc_24,Loc_7,Cab,22.28,147.07,,High,Heavy Rain,481.1,2.0,919.05,Cancelled,,C_002378,D_000537
B_025520,2025-12-08,17:53:00,Monday,0,17,Mumbai,Loc_39,Loc_16,Cab,14.09,92.99,,High,Heavy Rain,333.61,2.3,739.97,Cancelled,,C_001157,D_003264
B_025521,2025-08-17,10:43:00,Sunday,1,10,Hyderabad,Loc_40,Loc_27,Auto,19.35,58.04,57.29,Low,Rain,272.17,1.6,455.21,Completed,,C_007498,D_001565
B_025522,2025-10-17,16:25:00,Friday,0,16,Delhi,Loc_7,Loc_18,Auto,7.6,50.16,58.98,High,Clear,131.21,1.4,174.67,Completed,,C_003430,D_001192
B_025523,2025-01-13,14:34:00,Monday,0,14,Chennai,Loc_13,Loc_14,Auto,4.23,12.69,13.58,Low,Rain,90.76,1.3,120.66,Completed,,C_000841,D_003014
B_025524,2025-08-02,07:34:00,Saturday,1,7,Chennai,Loc_1,Loc_19,Bike,9.96,65.72,,High,Rain,99.66,1.7,164.27,Cancelled,,C_003796,D_000234
B_025525,2025-02-13,05:18:00,Thursday,0,5,Bangalore,Loc_49,Loc_39,Bike,20.03,132.21,129.66,High,Clear,180.25,1.4,256.04,Completed,,C_005586,D_000734
B_025526,2025-01-19,10:30:00,Sunday,1,10,Bangalore,Loc_26,Loc_46,Bike,8.14,36.61,40.7,Medium,Rain,85.09,1.8,155.75,Completed,,C_004784,D_004201
B_025527,2025-12-11,18:09:00,Thursday,0,18,Delhi,Loc_40,Loc_36,Auto,5.91,17.73,17.27,Low,Clear,110.91,1.3,140.96,Completed,,C_004181,D_004882
B_025528,2025-07-17,17:08:00,Thursday,0,17,Delhi,Loc_50,Loc_29,Bike,1.54,6.92,,Medium,Clear,32.3,1.5,49.31,Incomplete,Vehicle Issue,C_005720,D_001093
B_025529,2025-12-20,21:45:00,Saturday,1,21,Mumbai,Loc_25,Loc_43,Cab,15.98,47.93,45.36,Low,Clear,367.57,1.0,377.19,Completed,,C_003029,D_004883
B_025530,2025-05-18,16:15:00,Sunday,1,16,Delhi,Loc_48,Loc_21,Auto,11.46,51.57,47.1,Medium,Clear,177.52,1.2,223.41,Completed,,C_000884,D_003208
B_025531,2025-08-30,10:05:00,Saturday,1,10,Hyderabad,Loc_18,Loc_23,Auto,7.21,47.59,,High,Heavy Rain,126.52,2.3,279.12,Cancelled,,C_000187,D_003347
B_025532,2025-07-23,01:25:00,Wednesday,0,1,Bangalore,Loc_44,Loc_24,Bike,13.47,60.63,58.51,Medium,Rain,127.79,1.5,188.18,Completed,,C_000709,D_001868
B_025533,2025-12-28,02:55:00,Sunday,1,2,Mumbai,Loc_43,Loc_10,Auto,17.81,80.17,93.83,Medium,Heavy Rain,253.78,1.8,436.75,Completed,,C_009658,D_002786
B_025534,2025-11-26,20:18:00,Wednesday,0,20,Mumbai,Loc_45,Loc_41,Cab,6.94,31.23,30.87,Medium,Rain,204.91,1.8,356.42,Completed,,C_009989,D_002686
B_025535,2025-01-24,21:13:00,Friday,0,21,Mumbai,Loc_46,Loc_5,Auto,15.61,46.83,,Low,Rain,227.33,1.3,292.0,Incomplete,App Issue,C_006747,D_001785
B_025536,2025-06-17,02:37:00,Tuesday,0,2,Bangalore,Loc_14,Loc_29,Bike,7.24,32.6,30.29,Medium,Heavy Rain,77.95,1.8,133.44,Completed,,C_002869,D_003969
B_025537,2025-12-16,11:28:00,Tuesday,0,11,Delhi,Loc_18,Loc_12,Auto,24.68,74.04,,Low,Rain,336.16,1.3,436.17,Cancelled,,C_007903,D_004619
B_025538,2025-04-24,01:00:00,Thursday,0,1,Mumbai,Loc_30,Loc_24,Bike,18.58,55.73,57.99,Low,Rain,168.62,1.3,213.86,Completed,,C_008178,D_002520
B_025539,2025-11-13,15:18:00,Thursday,0,15,Mumbai,Loc_6,Loc_10,Auto,15.46,102.06,,High,Rain,225.57,1.7,390.45,Cancelled,,C_006679,D_000350
B_025540,2025-07-30,11:08:00,Wednesday,0,11,Mumbai,Loc_14,Loc_43,Auto,5.14,33.9,,High,Rain,101.63,1.7,174.06,Cancelled,,C_006961,D_003348
B_025541,2025-05-23,16:14:00,Friday,0,16,Delhi,Loc_31,Loc_33,Cab,15.07,67.83,81.04,Medium,Heavy Rain,351.32,1.8,647.73,Completed,,C_008473,D_001176
B_025542,2025-06-03,17:12:00,Tuesday,0,17,Delhi,Loc_7,Loc_14,Bike,20.21,90.95,102.44,Medium,Rain,181.69,1.8,323.41,Completed,,C_001778,D_003020
B_025543,2025-12-03,02:05:00,Wednesday,0,2,Bangalore,Loc_41,Loc_12,Bike,18.69,84.11,,Medium,Heavy Rain,169.52,1.8,295.69,Cancelled,,C_002250,D_004516
B_025544,2025-06-08,11:01:00,Sunday,1,11,Delhi,Loc_26,Loc_40,Auto,19.67,129.84,152.8,High,Rain,276.07,1.7,446.74,Completed,,C_001651,D_001381
B_025545,2025-07-25,09:20:00,Friday,0,9,Bangalore,Loc_42,Loc_26,Cab,8.63,25.88,27.3,Low,Clear,235.29,1.3,303.8,Completed,,C_000708,D_002195
B_025546,2025-04-30,06:19:00,Wednesday,0,6,Chennai,Loc_37,Loc_5,Cab,8.88,58.6,,High,Rain,239.81,1.7,388.82,Cancelled,,C_008027,D_004525
B_025547,2025-12-27,19:46:00,Saturday,1,19,Delhi,Loc_50,Loc_36,Cab,13.93,41.8,39.12,Low,Clear,330.8,1.3,428.12,Completed,,C_000125,D_000332
B_025548,2025-06-17,13:37:00,Tuesday,0,13,Chennai,Loc_33,Loc_4,Auto,7.69,34.6,34.63,Medium,Rain,132.25,1.5,207.79,Completed,,C_005894,D_000966
B_025549,2025-03-19,08:00:00,Wednesday,0,8,Delhi,Loc_13,Loc_26,Auto,3.71,24.5,,High,Clear,84.55,1.7,146.7,Incomplete,Driver Delay,C_007023,D_000834
B_025550,2025-02-22,07:33:00,Saturday,1,7,Bangalore,Loc_34,Loc_12,Auto,12.07,79.64,,High,Clear,184.8,1.4,269.99,Incomplete,Driver Delay,C_007274,D_000558
B_025551,2025-12-20,10:38:00,Saturday,1,10,Mumbai,Loc_9,Loc_16,Bike,1.05,3.14,,Low,Heavy Rain,28.37,1.9,55.52,Incomplete,Customer No-show,C_009914,D_003030
B_025552,2025-10-14,13:58:00,Tuesday,0,13,Chennai,Loc_4,Loc_16,Bike,19.26,127.1,143.57,High,Rain,174.07,1.7,304.27,Completed,,C_001251,D_002648
B_025553,2025-05-15,13:33:00,Thursday,0,13,Delhi,Loc_23,Loc_40,Bike,18.99,85.47,85.66,Medium,Rain,171.94,1.5,258.65,Completed,,C_002888,D_001134
B_025554,2025-05-27,16:56:00,Tuesday,0,16,Delhi,Loc_33,Loc_33,Cab,14.25,64.11,61.66,Medium,Clear,336.43,1.2,419.95,Completed,,C_003414,D_000935
B_025555,2025-01-07,22:32:00,Tuesday,0,22,Chennai,Loc_29,Loc_42,Bike,18.94,56.83,63.4,Low,Heavy Rain,171.54,1.6,270.78,Completed,,C_001677,D_004204
B_025556,2025-12-29,11:58:00,Monday,0,11,Chennai,Loc_38,Loc_32,Bike,15.99,47.97,51.16,Low,Rain,147.91,1.3,192.39,Completed,,C_004907,D_003278
B_025557,2025-12-07,04:59:00,Sunday,1,4,Hyderabad,Loc_42,Loc_30,Bike,17.74,53.22,47.95,Low,Clear,161.91,1.0,162.16,Completed,,C_006468,D_003794
B_025558,2025-03-20,17:59:00,Thursday,0,17,Delhi,Loc_40,Loc_28,Bike,2.55,16.84,19.77,High,Rain,40.41,2.0,78.05,Completed,,C_004618,D_003994
B_025559,2025-03-26,09:32:00,Wednesday,0,9,Delhi,Loc_31,Loc_44,Auto,22.15,146.19,,High,Rain,305.8,2.0,627.06,Cancelled,,C_003440,D_004679
B_025560,2025-09-04,09:40:00,Thursday,0,9,Bangalore,Loc_38,Loc_22,Bike,16.45,74.04,,Medium,Heavy Rain,151.63,2.1,314.32,Incomplete,Customer No-show,C_003026,D_002926
B_025561,2025-04-08,04:14:00,Tuesday,0,4,Chennai,Loc_6,Loc_47,Auto,15.66,103.32,111.15,High,Clear,227.86,1.4,308.88,Completed,,C_008591,D_000081
B_025562,2025-07-31,05:41:00,Thursday,0,5,Bangalore,Loc_38,Loc_13,Auto,10.29,30.88,29.35,Low,Clear,163.53,1.0,160.98,Completed,,C_004323,D_004633
B_025563,2025-11-16,16:41:00,Sunday,1,16,Mumbai,Loc_5,Loc_45,Bike,1.68,7.54,,Medium,Heavy Rain,33.4,1.8,60.22,Incomplete,Customer No-show,C_006423,D_002484
B_025564,2025-03-26,10:38:00,Wednesday,0,10,Delhi,Loc_39,Loc_18,Bike,22.64,101.86,104.98,Medium,Heavy Rain,201.08,2.1,401.93,Completed,,C_009415,D_000518
B_025565,2025-11-16,10:41:00,Sunday,1,10,Mumbai,Loc_32,Loc_2,Auto,24.66,73.97,81.72,Low,Clear,335.87,1.3,415.12,Completed,,C_005248,D_001467
B_025566,2025-06-18,02:06:00,Wednesday,0,2,Delhi,Loc_40,Loc_42,Cab,20.39,91.74,97.7,Medium,Heavy Rain,446.96,1.8,818.0,Completed,,C_005044,D_004945
B_025567,2025-05-22,22:57:00,Thursday,0,22,Bangalore,Loc_48,Loc_9,Cab,22.96,103.32,95.11,Medium,Rain,493.3,1.5,732.97,Completed,,C_003008,D_001243
B_025568,2025-01-17,12:33:00,Friday,0,12,Hyderabad,Loc_7,Loc_49,Bike,3.9,25.76,,High,Heavy Rain,51.22,2.0,105.11,Cancelled,,C_006485,D_003100
B_025569,2025-05-20,01:00:00,Tuesday,0,1,Delhi,Loc_27,Loc_41,Cab,4.09,18.4,18.96,Medium,Heavy Rain,153.59,1.8,269.3,Completed,,C_000757,D_004315
B_025570,2025-12-14,00:24:00,Sunday,1,0,Delhi,Loc_47,Loc_4,Bike,22.11,66.33,71.55,Low,Clear,196.88,1.0,189.78,Completed,,C_003364,D_001264
B_025571,2025-08-31,19:18:00,Sunday,1,19,Hyderabad,Loc_3,Loc_28,Cab,2.38,15.71,16.94,High,Heavy Rain,122.84,2.3,286.33,Completed,,C_002765,D_000160
B_025572,2025-08-28,22:59:00,Thursday,0,22,Delhi,Loc_12,Loc_29,Cab,3.24,9.71,,Low,Rain,138.26,1.3,172.09,Cancelled,,C_008797,D_000572
B_025573,2025-02-18,18:39:00,Tuesday,0,18,Delhi,Loc_30,Loc_50,Auto,20.6,92.72,97.96,Medium,Heavy Rain,287.25,2.1,630.59,Completed,,C_006548,D_002506
B_025574,2025-02-06,04:02:00,Thursday,0,4,Delhi,Loc_3,Loc_45,Bike,14.37,94.82,103.02,High,Heavy Rain,134.94,2.0,270.11,Completed,,C_002633,D_000313
B_025575,2025-12-06,03:04:00,Saturday,1,3,Chennai,Loc_9,Loc_23,Auto,10.4,68.65,,High,Clear,164.82,1.4,232.93,Incomplete,Driver Delay,C_009993,D_003723
B_025576,2025-02-25,13:43:00,Tuesday,0,13,Delhi,Loc_19,Loc_7,Bike,14.28,42.85,44.28,Low,Heavy Rain,134.26,1.6,209.45,Completed,,C_003354,D_004829
B_025577,2025-03-16,16:11:00,Sunday,1,16,Mumbai,Loc_24,Loc_46,Bike,22.09,66.27,72.29,Low,Heavy Rain,196.72,1.6,309.69,Completed,,C_001254,D_004048
B_025578,2025-12-20,01:47:00,Saturday,1,1,Mumbai,Loc_49,Loc_1,Cab,19.17,57.51,,Low,Heavy Rain,425.08,1.6,658.19,Cancelled,,C_009027,D_003934
B_025579,2025-06-28,11:47:00,Saturday,1,11,Hyderabad,Loc_48,Loc_18,Cab,17.6,116.15,126.77,High,Heavy Rain,396.77,2.0,756.88,Completed,,C_004182,D_003976
B_025580,2025-07-20,08:07:00,Sunday,1,8,Hyderabad,Loc_38,Loc_48,Bike,24.45,73.34,84.6,Low,Heavy Rain,215.56,1.9,413.9,Completed,,C_001509,D_000630
B_025581,2025-11-01,22:37:00,Saturday,1,22,Chennai,Loc_42,Loc_22,Auto,13.51,60.8,67.07,Medium,Heavy Rain,202.14,1.8,350.02,Completed,,C_006631,D_002282
B_025582,2025-12-02,00:41:00,Tuesday,0,0,Bangalore,Loc_23,Loc_43,Auto,1.15,5.18,,Medium,Heavy Rain,53.82,1.8,93.16,Incomplete,Vehicle Issue,C_009013,D_000477
B_025583,2025-12-26,23:14:00,Friday,0,23,Delhi,Loc_24,Loc_18,Auto,11.3,33.89,30.78,Low,Heavy Rain,175.56,1.6,269.88,Completed,,C_007142,D_002133
B_025584,2025-10-25,20:52:00,Saturday,1,20,Chennai,Loc_41,Loc_20,Bike,3.32,14.93,13.56,Medium,Heavy Rain,46.54,2.1,93.1,Completed,,C_008241,D_001200
B_025585,2025-12-13,21:29:00,Saturday,1,21,Chennai,Loc_28,Loc_16,Auto,3.79,25.05,27.75,High,Clear,85.54,1.4,124.14,Completed,,C_003021,D_004334
B_025586,2025-01-05,23:47:00,Sunday,1,23,Chennai,Loc_5,Loc_40,Bike,7.12,46.98,,High,Rain,76.94,1.7,126.87,Cancelled,,C_000589,D_002098
B_025587,2025-11-11,15:47:00,Tuesday,0,15,Bangalore,Loc_7,Loc_3,Bike,10.15,30.46,,Low,Heavy Rain,101.22,1.6,164.2,Cancelled,,C_002612,D_002901
B_025588,2025-01-20,09:39:00,Monday,0,9,Bangalore,Loc_46,Loc_8,Bike,12.56,56.51,,Medium,Rain,120.47,1.8,214.15,Cancelled,,C_000728,D_001705
B_025589,2025-03-14,05:06:00,Friday,0,5,Bangalore,Loc_18,Loc_41,Bike,5.08,15.23,14.49,Low,Clear,60.61,1.0,62.74,Completed,,C_005010,D_002714
B_025590,2025-01-08,10:26:00,Wednesday,0,10,Bangalore,Loc_8,Loc_38,Bike,8.48,55.98,55.28,High,Heavy Rain,87.85,2.3,211.03,Completed,,C_001881,D_000818
B_025591,2025-02-04,21:10:00,Tuesday,0,21,Delhi,Loc_48,Loc_34,Cab,7.64,22.91,22.52,Low,Clear,217.47,1.0,208.24,Completed,,C_007170,D_001797
B_025592,2025-02-21,19:42:00,Friday,0,19,Hyderabad,Loc_8,Loc_39,Auto,9.77,43.95,43.91,Medium,Rain,157.19,1.8,295.99,Completed,,C_001296,D_003392
B_025593,2025-11-22,18:37:00,Saturday,1,18,Hyderabad,Loc_21,Loc_24,Cab,3.59,10.78,10.42,Low,Clear,144.65,1.3,184.33,Completed,,C_008072,D_004898
B_025594,2025-09-04,22:22:00,Thursday,0,22,Delhi,Loc_9,Loc_28,Auto,10.54,69.54,68.58,High,Clear,166.43,1.4,231.2,Completed,,C_005653,D_000776
B_025595,2025-03-27,11:55:00,Thursday,0,11,Mumbai,Loc_38,Loc_15,Bike,14.3,64.37,,Medium,Heavy Rain,134.44,1.8,236.31,Cancelled,,C_008522,D_002882
B_025596,2025-05-09,15:42:00,Friday,0,15,Chennai,Loc_20,Loc_44,Bike,3.33,14.97,14.93,Medium,Heavy Rain,46.61,1.8,86.48,Completed,,C_001904,D_001895
B_025597,2025-02-01,14:34:00,Saturday,1,14,Chennai,Loc_29,Loc_25,Bike,13.5,40.5,44.78,Low,Heavy Rain,127.99,1.6,198.78,Completed,,C_006548,D_001634
B_025598,2025-10-04,06:23:00,Saturday,1,6,Delhi,Loc_48,Loc_7,Bike,19.14,57.43,55.72,Low,Clear,173.14,1.0,166.05,Completed,,C_007561,D_003314
B_025599,2025-11-15,18:51:00,Saturday,1,18,Delhi,Loc_27,Loc_46,Bike,1.2,3.59,3.48,Low,Clear,29.58,1.3,39.14,Completed,,C_007926,D_004252
B_025600,2025-05-29,08:29:00,Thursday,0,8,Chennai,Loc_39,Loc_40,Cab,2.14,9.63,10.93,Medium,Clear,118.53,1.5,169.32,Completed,,C_008916,D_002772
B_025601,2025-03-07,21:23:00,Friday,0,21,Chennai,Loc_34,Loc_35,Cab,12.2,36.59,38.06,Low,Rain,299.52,1.3,383.84,Completed,,C_005540,D_004544
B_025602,2025-02-20,04:44:00,Thursday,0,4,Bangalore,Loc_46,Loc_31,Bike,21.95,65.84,,Low,Heavy Rain,195.57,1.6,314.69,Cancelled,,C_006643,D_003271
B_025603,2025-03-03,04:01:00,Monday,0,4,Mumbai,Loc_25,Loc_50,Cab,24.95,164.65,,High,Rain,529.04,1.7,906.43,Incomplete,Driver Delay,C_004865,D_004233
B_025604,2025-10-09,13:40:00,Thursday,0,13,Bangalore,Loc_6,Loc_4,Cab,3.24,21.39,24.53,High,Heavy Rain,138.35,2.0,263.37,Completed,,C_006518,D_002064
B_025605,2025-07-05,22:56:00,Saturday,1,22,Mumbai,Loc_35,Loc_25,Auto,1.44,9.51,,High,Heavy Rain,57.28,2.0,111.65,Incomplete,Driver Delay,C_002819,D_004984
B_025606,2025-06-14,00:37:00,Saturday,1,0,Delhi,Loc_36,Loc_12,Bike,6.49,29.21,32.0,Medium,Clear,71.92,1.2,87.72,Completed,,C_009789,D_000055
B_025607,2025-10-19,00:30:00,Sunday,1,0,Chennai,Loc_47,Loc_31,Cab,12.22,54.99,64.8,Medium,Heavy Rain,299.95,1.8,548.3,Completed,,C_007176,D_004796
B_025608,2025-01-20,03:39:00,Monday,0,3,Bangalore,Loc_20,Loc_33,Auto,14.72,66.25,69.87,Medium,Rain,216.68,1.5,323.61,Completed,,C_000663,D_002610
B_025609,2025-06-04,06:00:00,Wednesday,0,6,Bangalore,Loc_2,Loc_19,Cab,24.36,109.64,110.05,Medium,Rain,518.55,1.5,748.14,Completed,,C_002184,D_004465
B_025610,2025-07-08,20:34:00,Tuesday,0,20,Delhi,Loc_41,Loc_49,Cab,22.32,66.97,,Low,Heavy Rain,481.82,1.9,871.29,Incomplete,Vehicle Issue,C_005338,D_001815
B_025611,2025-06-05,14:05:00,Thursday,0,14,Mumbai,Loc_10,Loc_19,Cab,14.49,65.21,,Medium,Heavy Rain,340.83,1.8,602.79,Cancelled,,C_003997,D_001094
B_025612,2025-07-25,06:56:00,Friday,0,6,Bangalore,Loc_40,Loc_11,Bike,9.68,63.9,,High,Clear,97.45,1.4,136.46,Incomplete,Driver Delay,C_005582,D_002525
B_025613,2025-05-23,08:07:00,Friday,0,8,Hyderabad,Loc_35,Loc_27,Cab,8.71,26.13,28.81,Low,Heavy Rain,236.8,1.9,430.23,Completed,,C_005203,D_001394
B_025614,2025-06-13,03:54:00,Friday,0,3,Delhi,Loc_9,Loc_7,Cab,14.74,97.3,89.47,High,Heavy Rain,345.37,2.0,686.92,Completed,,C_001048,D_000617
B_025615,2025-04-28,12:51:00,Monday,0,12,Delhi,Loc_31,Loc_29,Bike,18.31,82.41,77.78,Medium,Rain,166.5,1.5,248.13,Completed,,C_008362,D_004935
B_025616,2025-02-19,22:09:00,Wednesday,0,22,Hyderabad,Loc_31,Loc_8,Cab,12.56,37.68,39.75,Low,Clear,306.08,1.0,316.55,Completed,,C_004840,D_004534
B_025617,2025-06-07,01:12:00,Saturday,1,1,Delhi,Loc_41,Loc_31,Bike,8.31,24.92,25.08,Low,Clear,86.44,1.0,87.09,Completed,,C_000219,D_000887
B_025618,2025-08-06,00:07:00,Wednesday,0,0,Delhi,Loc_6,Loc_18,Auto,15.72,103.73,,High,Heavy Rain,228.59,2.0,451.21,Cancelled,,C_006968,D_001691
B_025619,2025-04-06,15:41:00,Sunday,1,15,Delhi,Loc_43,Loc_40,Bike,14.39,94.98,107.62,High,Clear,135.12,1.4,184.09,Completed,,C_009649,D_001278
B_025620,2025-09-27,05:29:00,Saturday,1,5,Chennai,Loc_36,Loc_47,Cab,11.26,74.3,,High,Rain,282.62,1.7,457.07,Incomplete,Driver Delay,C_000714,D_004648
B_025621,2025-01-03,19:59:00,Friday,0,19,Hyderabad,Loc_38,Loc_46,Cab,18.96,85.32,81.26,Medium,Clear,421.29,1.5,635.23,Completed,,C_000440,D_004462
B_025622,2025-02-22,15:27:00,Saturday,1,15,Mumbai,Loc_45,Loc_44,Auto,7.77,34.98,38.58,Medium,Heavy Rain,133.28,1.8,248.21,Completed,,C_008430,D_001551
B_025623,2025-01-24,05:58:00,Friday,0,5,Bangalore,Loc_33,Loc_45,Bike,12.64,37.91,38.95,Low,Clear,121.11,1.0,116.61,Completed,,C_003558,D_003336
B_025624,2025-12-17,08:00:00,Wednesday,0,8,Bangalore,Loc_20,Loc_17,Cab,23.57,155.55,,High,Rain,504.23,2.0,1006.68,Incomplete,Driver Delay,C_009125,D_003262
B_025625,2025-03-09,22:25:00,Sunday,1,22,Chennai,Loc_27,Loc_9,Cab,18.35,121.1,,High,Rain,410.26,1.7,731.0,Cancelled,,C_007748,D_002338
B_025626,2025-05-01,22:20:00,Thursday,0,22,Mumbai,Loc_50,Loc_6,Bike,10.31,68.05,76.51,High,Heavy Rain,102.49,2.0,207.34,Completed,,C_009310,D_002403
B_025627,2025-08-05,17:34:00,Tuesday,0,17,Hyderabad,Loc_17,Loc_16,Cab,14.11,63.49,,Medium,Clear,333.95,1.5,512.23,Cancelled,,C_008863,D_003045
B_025628,2025-08-24,18:59:00,Sunday,1,18,Hyderabad,Loc_3,Loc_48,Bike,10.73,70.83,,High,Rain,105.85,2.0,210.41,Incomplete,Customer No-show,C_004971,D_000235
B_025629,2025-07-11,10:10:00,Friday,0,10,Bangalore,Loc_1,Loc_45,Cab,3.7,16.66,16.04,Medium,Clear,146.62,1.5,222.44,Completed,,C_001304,D_000018
B_025630,2025-10-21,18:06:00,Tuesday,0,18,Bangalore,Loc_12,Loc_11,Cab,9.04,27.12,,Low,Heavy Rain,242.69,1.9,471.95,Cancelled,,C_005008,D_004901
B_025631,2025-01-17,01:52:00,Friday,0,1,Bangalore,Loc_36,Loc_1,Auto,21.65,142.89,142.15,High,Rain,299.81,1.7,502.37,Completed,,C_008761,D_002346
B_025632,2025-07-25,04:50:00,Friday,0,4,Bangalore,Loc_2,Loc_1,Auto,12.07,36.21,35.68,Low,Rain,184.83,1.3,248.43,Completed,,C_002242,D_003216
B_025633,2025-11-02,02:27:00,Sunday,1,2,Chennai,Loc_11,Loc_1,Auto,15.03,99.21,113.37,High,Heavy Rain,220.38,2.0,420.78,Completed,,C_004839,D_002394
B_025634,2025-11-04,13:30:00,Tuesday,0,13,Bangalore,Loc_50,Loc_30,Bike,5.35,16.06,,Low,Rain,62.84,1.3,78.18,Cancelled,,C_007839,D_000007
B_025635,2025-01-22,17:12:00,Wednesday,0,17,Hyderabad,Loc_4,Loc_47,Bike,9.55,63.03,,High,Clear,96.4,1.7,158.89,Cancelled,,C_009566,D_000201
B_025636,2025-03-14,07:34:00,Friday,0,7,Hyderabad,Loc_32,Loc_4,Auto,23.3,69.9,,Low,Heavy Rain,319.61,1.6,490.3,Cancelled,,C_008681,D_000724
B_025637,2025-08-23,17:08:00,Saturday,1,17,Chennai,Loc_1,Loc_43,Bike,8.54,56.38,,High,Heavy Rain,88.34,2.3,193.61,Cancelled,,C_008953,D_000049
B_025638,2025-07-01,00:35:00,Tuesday,0,0,Delhi,Loc_26,Loc_43,Bike,7.01,21.04,,Low,Heavy Rain,76.11,1.6,125.26,Incomplete,Vehicle Issue,C_007691,D_001639
B_025639,2025-04-09,21:18:00,Wednesday,0,21,Mumbai,Loc_14,Loc_18,Bike,2.34,7.02,7.69,Low,Heavy Rain,38.73,1.6,63.32,Completed,,C_002463,D_003452
B_025640,2025-01-17,01:05:00,Friday,0,1,Hyderabad,Loc_35,Loc_33,Auto,3.33,22.0,23.38,High,Rain,80.0,1.7,139.48,Completed,,C_005267,D_002584
B_025641,2025-08-29,01:19:00,Friday,0,1,Chennai,Loc_36,Loc_17,Auto,15.03,45.1,42.07,Low,Rain,220.42,1.3,285.24,Completed,,C_008179,D_002427
B_025642,2025-08-18,12:18:00,Monday,0,12,Bangalore,Loc_26,Loc_38,Auto,16.84,50.52,47.7,Low,Heavy Rain,242.09,1.6,404.72,Completed,,C_001108,D_002631
B_025643,2025-01-22,00:15:00,Wednesday,0,0,Delhi,Loc_38,Loc_7,Auto,16.4,49.19,,Low,Rain,236.78,1.3,301.88,Cancelled,,C_006676,D_001337
B_025644,2025-11-30,17:05:00,Sunday,1,17,Chennai,Loc_11,Loc_47,Bike,13.96,92.11,92.72,High,Heavy Rain,131.65,2.3,317.86,Completed,,C_001843,D_002538
B_025645,2025-07-12,01:24:00,Saturday,1,1,Mumbai,Loc_50,Loc_25,Cab,12.78,57.52,60.64,Medium,Rain,310.1,1.5,457.9,Completed,,C_001684,D_003949
B_025646,2025-01-14,06:09:00,Tuesday,0,6,Delhi,Loc_22,Loc_18,Cab,2.73,12.29,,Medium,Heavy Rain,129.16,1.8,243.03,Incomplete,App Issue,C_002698,D_004937
B_025647,2025-07-29,02:55:00,Tuesday,0,2,Bangalore,Loc_47,Loc_13,Auto,21.18,139.77,,High,Rain,294.12,1.7,500.12,Cancelled,,C_008320,D_001385
B_025648,2025-04-06,08:16:00,Sunday,1,8,Mumbai,Loc_15,Loc_14,Bike,13.31,87.87,82.87,High,Clear,126.51,1.7,218.02,Completed,,C_007177,D_002580
B_025649,2025-04-10,07:28:00,Thursday,0,7,Chennai,Loc_44,Loc_44,Cab,4.17,27.5,26.21,High,Clear,154.99,1.4,212.89,Completed,,C_001811,D_002271
B_025650,2025-06-07,18:59:00,Saturday,1,18,Delhi,Loc_4,Loc_25,Cab,4.26,19.17,20.82,Medium,Rain,156.69,1.8,281.45,Completed,,C_009791,D_002619
